transliteration,sorting,period,morphology,number,person,class,affix,semantics,root ≠ base,base,pagenumber,adjectival use,classifier_front,classifier_end,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_MEGA,certainty-weight_MEGA,proper_name_context,contributor,validator,lang_context,loan_lang,unicode,Wordnet,Notes,POS,variant,cognate,case,conjugation,mode,voice,frequency,rich
hh.na-áš-ir-man-nu,naas~irmannu,achE,Nasirma-GEN?,,,,,,,,975,,HAL,,,-na;postp.gen,,,aus Nasirma stammend,,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#9b0000"">hh</font>.na-<font color=""#9b0000"">áš</font>-ir-<font color=""#690000"">man</font>-nu</qt>"
na-ir-da,nairda,achE,naranda,,,,,,,,981,,,,,-ta; adv,,,täglich,,,,,TB,,,,,,,adjective,na-ra-an-da,,,,,,,"<qt>na-ir-<font color=""#9b0000"">da</font></qt>"
na?-na-me-n[a?],nanamena,achE,,,,,,,,nan-mena,984,,,,,-umena;ord,,,,,at the rate of (following Hallock),,,TB,,,,,,,adjective,,,,,,,,"<qt>na-na-<font color=""#9b0000"">me</font>-na</qt>"
na-ra-da,narada,achE,naranda,,,,,,,,991,,,,,-ta; adv,,,täglich,,,,,TB,,,,,,,adjective,na-ra-an-da,,,,,,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#9b0000"">da</font></qt>"
na-ra-an-ti,naraanti,achE,naranda,,,,,,,,991,,,,,-ta; adv,,,täglich,,,,,TB,,,,,,,adjective,na-ra-an-da,,,,,,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ti</font></qt>"
na-ra-na-te,naranate,achE,naranda,,,,,,,,991,,,,,-ta; adv,,,täglich,,,,,TB,,,,,,,adjective,na-ra-an-da,,,,,,,"<qt>na-<font color=""#690000"">ra</font>-na-te</qt>"
na-ra-te,narate,achE,naranda,,,,,,,,991,,,,,-ta; adv,,,täglich,,,,,TB,,,,,,,adjective,na-ra-an-da,,,,,,,"<qt>na-<font color=""#690000"">ra</font>-te</qt>"
na-ra-an-da,naraanda,achE,naranda,,,,,,,,991,,,,,-ta; adv,,,täglich,,,,,TB,,,,,,,adjective,"na-ir-da, na-ra-an-te, na-ra-an-ti, na-ra-da, na-ra-na-te, na-ra-te",,,,,,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font></qt>"
na-ra-an-te,naraante,achE,naranda,,,,,,,,991,,,,,-ta; adv,,,täglich,,,,,TB,,,,,,,adjective,na-ra-an-da,,,,,,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-te</qt>"
ni-ib-ba-[ak],niibbaak,nE,,,,,,,,,998,,,,,-k-;ii,,,"Gleiches, Entsprechendes",,,,,TB,,,,,,,adjective,nu-ib-ba-ak,,,,,,,"<qt><font color=""#c30000"">ni</font>-<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font></qt>"
NITÁ.lg,nita,nE,,,,,,,,,1004,,,MEŠ,Sum,,,,männlich,,,,,TB,,,,,,,adjective,ba-li-na,,,,,,,"<qt><font color=""#b40000"">NITÁ</font>.<font color=""#690000"">lg</font></qt>"
nu-tam5-maš,nutam5mas~,achE,nītama-š,,,,,,,nitama,1012,,,,,,,,von geringster Qualität,,,,,TB,,,OP,,,,adjective,"nu-ut-tam5-ma, hh.nu-ut-ti-ma",nītama,,,,,,"<qt>nu-<font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#de0000"">maš</font></qt>"
hh.nu-tan-nu-ya-ip,nutannuyaip,achE,nitanya-PL,,,,,,,nitanya,1013,,HAL,,,-p;3pl.an,,,zum Viehhof gehörig,,,,,TB,,,OP,,,,adjective,,nitanya,,,,,,"<qt><font color=""#9b0000"">hh</font>.nu-<font color=""#c30000"">tan</font>-nu-<font color=""#9b0000"">ya</font>-<font color=""#690000"">ip</font></qt>"
nu-ti,nuti,achE,nut,,,,,,,nut,1013,,,,,,,,Aufbewahrtes,,,,,TB,,,,,,,adjective,,,,,,,1,"<qt>nu-<font color=""#690000"">ti</font></qt>"
ra-ar-ba-ak,raarbaak,nE,ITER~bind-PASS.PTCP,,,,,,,raba,1020,,,,,-k-;ii,,,gefesselt,,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">ra</font>-ar-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font></qt>"
ráb-ba-qa,rabbaqa,achE,bind-PASS.PTCP,,,,-ka,,,raba,1022,,,,,-k-;ii,,,"gebunden, gefesselt",,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#c30000"">ráb</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
ra-bu,rabu,,rabû,,,,,,,,1023,,,,,,,,,,,,,TB,,,Akk,,,,adjective,GAM.pa-ši-šum.ra-[b]u,rabû,,,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#9b0000"">bu</font></qt>"
ra-lu,ralu,achE,,,,,,,,,1026,,,,,,,,"zahm, dressiert","0,5",,,,TB,,,,,,,adjective,ra-lu-ip,,,,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">lu</font></qt>"
ra-ma,rama,achE,,,,,,,,,1026,,,,,,,,verfügbar (Eigenschaftswort zur Kennzeichnung eines Buchungsbestandes),,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#b40000"">ma</font></qt>"
rák-qa-qa,rakqaqa,achE,rak-PASS.PTCP+,Sg.,2nd,,-ka,,,,1026,,,,,-k-;ii,,,geknüpft,"0,5",,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">rák</font>-<font color=""#00ff00"">qa</font>-<font color=""#00ff00"">qa</font></qt>"
ra-mi,rami,achE,ramya,,,,,,,ramya,1027,,,,,,,,fein,,,,,TB,,,OP,,,,adjective,ra-mi-ya,ramya,,,,,,"<qt><font color=""#690000"">ra</font>-mi</qt>"
ra-mi-ya,ramiya,achE,ramya,,,,,,,ramya,1028,,,,,,,,fein,,,,,TB,,,OP,,,,adjective,"ra-mi, ra-mi-ya-um, tuk-li.ra-mi-ya.hu-ut-ti-ip, tuk-li.ra-mi-ya.hu-ut-ti-ra",ramya,,,,,,"<qt><font color=""#690000"">ra</font>-mi-<font color=""#9b0000"">ya</font></qt>"
ra-mi-ya-um,ramiyaum,achE,ramya-m,,,,,,,ramya,1028,,,,,,,,fein,,,,,TB,,,OP,,,,adjective,ra-mi-ya,ramya,,,,,,"<qt><font color=""#690000"">ra</font>-mi-<font color=""#9b0000"">ya</font>-<font color=""#690000"">um</font></qt>"
ra?-n[a?],rana,achE,,,,,,,,,1028,,,,,,,,sogleich,"0,5",,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">ra</font>-na</qt>"
ráp-pi-in-na,rappiinna,achE,bind-FUT?,,,,,,,,1029,,,,,-na;postp.gen,,,zum Anspannen (kennzeichnet Pferde als Zugtiere),,,,,TB,,,,,,,adjective,ráb-ban-na,,,,,,,"<qt><font color=""#c30000"">ráp</font>-<font color=""#de0000"">pi</font>-in-na</qt>"
ráš-mi,ras~mi,nE,,,,,,,,raš,1031,,,,,-me;3sg.inan,,,schwer (Eigenschaft von Bögen),"0,5",,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#b40000"">ráš</font>-mi</qt>"
ra-te-ik-ra,rateikra,achE,nourish-PASS.PTCP-SG,,,,,,,rat,1032,,,,,-k-;ii,-r;3sg.an,,"stillend, nährend",,,,,TB,,,,,,,adjective,ra-tuk-ra,,,,,,,"<qt><font color=""#690000"">ra</font>-te-<font color=""#c30000"">ik</font>-<font color=""#690000"">ra</font></qt>"
ra-ti-ib-be,ratiibbe,achE,nourish-PL,,,,,,,rat,1032,,,,,-p;3pl.an,,,"stillende, nährende (Frauen)",,,,,TB,,,,,,,adjective,ra-ti-ip,,,,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>"
ra-te-um-ba,rateumba,achE,nourish-ACT.PTCP?-PL,Pl.,3rd Anim.,,,,,rat,1032,,,,,-n-;iii,-p;3pl.an,,"stillende, nährende ",,,,,TB,,,,,,,adjective,ra-ti-ip,,,,,,,"<qt><font color=""#690000"">ra</font>-te-<font color=""#690000"">um</font>-<font color=""#9b0000"">ba</font></qt>"
ra-ti-ip,ratiip,achE,nourish-Pl,Pl.,3rd Anim.,,,,,rat,1033,,,,,-p;3pl.an,,,"stillende, nährende ",,,,,TB,,,,,,,adjective,"ra-te-ip, ra-te-um-ba",,,,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ip</font></qt>"
2.ra-ti-qa,ratiqa,achE,nourish-PASS.PTCP,,,,-ka,,,rat,1033,,,,,-k-;ii,,,"stillend, nährend",,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
ra-tuk,ratuk,achE,nourish-PASS.PTCP,,,,-k,,,rat,1034,,,,,-k-;ii,,,"stillend, nährend",,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">ra</font>-<font color=""#b40000"">tuk</font></qt>"
ra-tuk-ra,ratukra,achE,nourish-PASS.PTCP-SG,Sg.,3rd Anim.,,-k,,,rat,1034,,,,,-k-;ii,-r;3sg.an,,"stillend, nährend",,,,,TB,,,,,,,adjective,ra-te-ik-ra,,,,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#b40000"">tuk</font>-<font color=""#690000"">ra</font></qt>"
ra-zí,razi,achE,razya,,,,,,,,1035,,,,,,,,nähere Kennzeichnung einer Speise,,,,,TB,,,OP,,,,adjective,,razya,,,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">zí</font></qt>"
ru-ru-uk,ruruuk,mE,decrepit-PASS.PTCP,,,,,,,ruru-k,1048,,,,,-k-;ii,,,"schadhaft, alt geworden",,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#b40000"">ru</font>-<font color=""#b40000"">ru</font>-<font color=""#9b0000"">uk</font></qt>"
ru-ri-na,rurina,mE,decrepit?,,,,,,,ruri-na,1048,,,,,,,,"schadhaft, alt geworden","0,5",,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#b40000"">ru</font>-<font color=""#9b0000"">ri</font>-na</qt>"
ru-tik,rutik,oE,,,,,,,,,1049,,,,,-k-;ii,,,erwählt,"0,5",,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#00ff00"">tik</font></qt>"
ru-uk-ma,ruukma,mE,goal-LOC,,,,,,,ruk-ma,1049,,,,,-ma;postp.loc,,,ans Ziel,,,,,TB,,,,,,,adjective,si-im-pi.ru-uk,,,,,,1,"<qt><font color=""#b40000"">ru</font>-<font color=""#9b0000"">uk</font>-<font color=""#b40000"">ma</font></qt>"
h.sa-a-na,saana,achE,,,,,,,,,1053,,AŠ,,,,,,aus Trockenanbau,,,,,TB,,,,,,,adjective,h.sa-a-in,,,,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">sa</font>-<font color=""#690000"">a</font>-na</qt>"
2.sa-ap,saap,achE,how,,,,,,,sap,1054,,,,,,,,wie,,,,,TB,,,,,,,adjective,sa-ap,,,,,,1,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">ap</font></qt>"
sa-hi-i,sahii,oE; mE,bronze,,,,,,,sahi,1058,,,,,,,,bronzen,,,,,TB,,,,,,,adjective,2.sa-h,,,,,,1,"<qt><font color=""#690000"">sa</font>-<font color=""#c30000"">hi</font>-<font color=""#9b0000"">i</font></qt>"
sa-hi-in,sahiin,nE,,,,,,,,sahi,1059,,,,,-n;3sg.inan,,,bronzen,,,,,TB,,,,,,,adjective,2.sa-h,,,,,,,"<qt><font color=""#690000"">sa</font>-<font color=""#c30000"">hi</font>-in</qt>"
sa-hi-ya,sahiya,mE,bronze,,,,,,,sahi,1059,,,,,-ya;adj,,,bronzen,,,,,TB,,,,,,,adjective,2.sa-h,,,,,,1,"<qt><font color=""#690000"">sa</font>-<font color=""#c30000"">hi</font>-<font color=""#9b0000"">ya</font></qt>"
sa-h-nu-qa,sahnuqa,nE,,,,,,,,sanu,1059,,,,,-k-;ii,,,gerieben,"0,5",,,,TB,,,,,,,adjective,sa-nu-qa,,,,,,1,"<qt><font color=""#690000"">sa</font>-<font color=""#d50000"">h</font>-nu-<font color=""#9b0000"">ka<small>4</small></font></qt>"
sa-mar,samar,achE,ϑavar,,,,,,,,1061,,,,,,,,sauer,,,,,TB,,,OP,,,,adjective,"sa-u-ir, sa-u-mar, sa-u-ri, sa-u-ur",ϑavar,,,,,,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">mar</font></qt>"
sa-nu-qa,sanuqa,nE,,,,,,,,sanu,1063,,,,,-k-;ii,,,gerieben,"0,5",,,,TB,,,,,,,adjective,sa-h-nu-qa,,,,,,,"<qt><font color=""#690000"">sa</font>-nu-<font color=""#9b0000"">ka<small>4</small></font></qt>"
sa-nu-ma-ak,sanumaak,achE,,,,,,,,sanu-ma-,1063,,,,,-ma-;aux,-k-;ii,,zum Reiben,"0,5",,,,TB,,,,,,,adjective,sa-nu-qa,,,,,,,"<qt><font color=""#690000"">sa</font>-nu-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font></qt>"
sa-u-ir,sauir,achE,ϑavar,,,,,,,,1067,,,,,,,,sauer,,,,,TB,,,OP,,,,adjective,sa-mar,ϑavar,,,,,,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">u</font>-ir</qt>"
sa-u-ur,sauur,achE,ϑavar,,,,,,,,1068,,,,,,,,sauer,,,,,TB,,,OP,,,,adjective,sa-mar,ϑavar,,,,,,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">u</font>-<font color=""#b40000"">ur</font></qt>"
si-il-ha,siilha,mE,,,,,,,,šilha,1072,,,,,,,,stark,,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">il</font>-<font color=""#690000"">ha</font></qt>"
si-il-ha-ak,siilhaak,mE,strengthen-PASS.PTCP,,,,-k,,,šilha-k,1072,,,,,-k-;ii,,,"gestärkt, stark",,,,,TB,,,,,,,adjective,"si-mu-ut.si-il-ha-ak, v.šil-ha-ak.d.in-su-uš-na-ak, šil-ha-ak",,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">il</font>-<font color=""#690000"">ha</font>-<font color=""#690000"">ak</font></qt>"
si-it-ta,siitta,mE,sit,,,,,,,sit,1079,,,,,,,,"heil, gesund",,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">it</font>-ta</qt>"
si-it-ti,siitti,mE,sit,,,,,,,sit,1079,,,,,,,,"heil, gesund",,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">it</font>-<font color=""#690000"">ti</font></qt>"
si-mi,simi,nE,enjoying?,,,,,,,,1083,,,,,,,,genießend,"0,5",,,,TB,,,,,,,adjective,si-mu,,,,,,1,"<qt><font color=""#690000"">si</font>-mi</qt>"
sir,sir,nE,heavy?,,,,,,,,1087,,,,,,,,"schwer, reich",,,,,TB,,,,,,,adjective,si-ir,,,,,,1,"<qt><font color=""#690000"">sir</font></qt>"
2.si-ri,siri,nE; achE,,,,,,,,,1089,,,,,,,,"wahr, richtig",,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#9b0000"">ri</font></qt>"
sir-ma,sirma,nE,massive,,,,,,,,1089-1090,,,,,,,,"gewichtig, gewaltig",,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">sir</font>-<font color=""#b40000"">ma</font></qt>"
sir-mu-in-ni,sirmuinni,nE,sir,,,,,,,,1090,,,,,-ni;postp.gen,,,"schwer, mächtig, reich",,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">sir</font>-<font color=""#690000"">mu</font>-in-<font color=""#c30000"">ni</font></qt>"
si-ti-im-ma,sitiimma,mE,sit,,,,,,,,1093,,,,,-ma;postp.loc,,,in Gesundheit / Wohlergehen,,,,,TB,,,,,,,adjective,sittin.ma,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">ti</font>-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font></qt>"
si-ti-i,sitii,mE,sit,,,,,,,sit,1093,,,,,,,,"heil, gesund, in Wohlbehagen",,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">i</font></qt>"
si-ud-du-ma-qa,siuddumaqa,achE,sitma,,,,,,,sit-ma-,1093,,,,,-ma-;aux,-k-;ii,,genesen,,,,,TB,,,,,,,adjective,si-ut-ma-qa,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">du</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
[si-ut-ma]-ik,siutmaik,achE,sitma,,,,,,,sit-ma-,1094,,,,,-ma-;aux,-k-;ii,,genesen,,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">ik</font></qt>"
si-ut-ma-qa,siutmaqa,achE,sitma-ka,,,,-ka,,,sit-ma-,1094,,,,,-ma-;aux,-k-;ii,,(war) genesen,,,,,TB,,,,,,,adjective,"si-ut-ma-ip, si-ud-du-ma-qa",,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
si?-ut-tuk-ki?,siuttukki,achE,sitma,,,,,,,sit-ma-,1094,,,,,-k-;ii,,,genesen,"0,5",,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">tuk</font>-<font color=""#690000"">ki</font></qt>"
su-rák,surak,achE,mistreat-PASS.PTCP,,,,-k,,,sur,1103,,,,,-k-;ii,,,"unterdrückt, misshandelt",,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">su</font>-<font color=""#690000"">rák</font></qt>"
su-uk-ma,suukma,mE,dirt-LOC,,,,,,,suk,1105,,,,,-ma;postp.loc,,,"im Staub (Schmutz), staubig (schmutzig)","0,5",,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">su</font>-<font color=""#9b0000"">uk</font>-<font color=""#b40000"">ma</font></qt>"
su-ul-ra-ir-ra,suulrairra,nE,splendid?,,,,,,,sul-ra,1105,,,,,-r;3sg.an,,,wasserspendend,"0,5",,,,TB,,,,,,,adjective,zu-ul,,,,,,1,"<qt><font color=""#690000"">su</font>-ul-<font color=""#690000"">ra</font>-ir-<font color=""#690000"">ra</font></qt>"
su-un-ki-[ip-in]-na,suunkiipinna,nE,king-na,Pl.,3rd Anim.,,-na,,,sunki,1106,,,,,-p;3pl.an,-na;postp.gen,,der Könige,,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">su</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">ki</font>-<font color=""#690000"">ip</font>-in-na</qt>"
su-un-pa-lak-ki,suunpalakki,nE,,,,,,,,,1107,,,,,-k-;ii,,,"Eigenschaft von Gewändern (in Falten, plissiert, ausgebessert, getragen)","0,5",,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">su</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">pa</font>-<font color=""#b40000"">lak</font>-<font color=""#690000"">ki</font></qt>"
šá-ap-pan-na,s~aappanna,achE,,,,,-na,,,,1115,,,,,-na;postp.gen,,,aus Trauben,"0,5",,,,TB,,,,,,,adjective,GIŠ.šap.lg,,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pan</font>-na</qt>"
šá-da,s~ada,achE,šyāta,,,,,,,šada,1119,,,,,,,,"glücklich, froh",,,,,TB,,,OP,,,,adjective,šá-ud-da,šyāta,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#9b0000"">da</font></qt>"
šá-da-ni-qa,s~adaniqa,achE,far,,,,,,,,1119,,,,,,,,"weit, fern",,,,,TB,,,,,,,adjective,"šá-tin-ni-qa-ma-mar, pír.šá-at-ti-ni-qa",,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
šá-h-[da-ni]-qa?,s~ahdaniqa,nE,far,,,,,,,,1121,,,,,,,,fernhin,,,,,TB,,,,,,,adjective,šá-da-ni-qa,,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
šá-h-ši-qa,s~ahs~iqa,nE,cut-PASS.PTCP+,,,,-ka,,,,1122,,,,,-k-;ii,,,"geschnitzt, geschneidert",,,,,TB,,,,,,,adjective,šá-iš-ki-ip,,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#d50000"">h</font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
šá-ir-šat-ti-na,s~airs~attina,nE,,,,,-na,,,šaršatti,1123,,,,,-na;postp.gen,,,aus Büfelleder,"0,5",,,,TB,,,,,,,adjective,šá-ir-šá-at-ti,,,,,,,"<qt><font color=""#c30000"">šá</font>-ir-<font color=""#00ff00"">šat</font>-<font color=""#690000"">ti</font>-na</qt>"
šá-iš-šá,s~ais~s~a,achE,heretofore,Sg.,1st,,,,,šašša,1123,,,,,,,,"früher, vordem",,,,,TB,,,,,,,adjective,šá-áš-šá,,,,,,1,"<qt><font color=""#c30000"">šá</font>-iš-<font color=""#c30000"">šá</font></qt>"
šá-iš-šá-da,s~ais~s~ada,achE,,,,,,,,šašša,1124,,,,,-ta; adv,,,"früher, vordem",,,,,TB,,,,,,,adjective,šá-áš-šá-da,,,,,,,"<qt><font color=""#c30000"">šá</font>-iš-<font color=""#c30000"">šá</font>-<font color=""#9b0000"">da</font></qt>"
šal-hu-ba,s~alhuba,oE,šalhup,Sg.,3rd Anim.,,,,,,1126-1127,,,,,,,,"gebietend, verfügungsberechtigt",,,,,TB,,,,,,,adjective,"šá-al-hu-ba-h, šá-al-hu-ba-iš",,,,,,1,"<qt><font color=""#e10000"">šal</font>-<font color=""#d50000"">hu</font>-<font color=""#9b0000"">ba</font></qt>"
šá-lu,s~alu,achE,free,Pl.,1st,,,,,šalu,1128,,,,,,,,"frei, adlig",,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">lu</font></qt>"
v.šá-lu,s~alu,achE,free,Pl.,1st,,,,,šalu,1128,,DIŠ,,,,,,"frei, adlig",,,,,TB,,,,,,,adjective,,,,,,,1,
šá-rák-qa,s~arakqa,achE,transfer-PASS.PTCP,,,,-ka,,,šar,1134,,,,,-k-;ii,,,es ist verbucht worden,,,,,TB,,,,,,,adjective,šá-ir-ra-qa,,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">rák</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
šá-ra-man,s~araman,achE,under.responsibility,,,,,,,šara,1135,,,,,-ma;postp.loc,-na;postp.gen,,[em N] unterstellt,,,,,TB,,,,,,,adjective,šá-ra-man-na,,,,,,1,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">man</font></qt>"
šá-ra-ma-na,s~aramana,achE,under.responsibility,,,,,,,šara,1135,,,,,-ma;postp.loc,-na;postp.gen,,[dem N] unterstellt,,,,,TB,,,,,,,adjective,šá-ra-man-na,,,,,,1,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">ra</font>-<font color=""#b40000"">ma</font>-na</qt>"
šá-ra-man-nu,s~aramannu,achE,under.responsibility,,,,,,,šara,1135,,,,,-ma;postp.loc,-na;postp.gen,,[dem N] unterstellt,,,,,TB,,,,,,,adjective,šá-ra-man-na,,,,,,1,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">man</font>-nu</qt>"
šá-šá-qa,s~as~aqa,achE,šaiša-ka,,,,-ka,,,,1139,,,,,-k-;ii,,,übrig,,,,,TB,,,,,,,adjective,šá-iš-šá-qa,,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#c30000"">šá</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
šá-ši-qa,s~as~iqa,achE,šaiša-ka,,,,-ka,,,,1140,,,,,-k-;ii,,,übrig,,,,,TB,,,,,,,adjective,šá-iš-šá-qa,,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
šá-ud-da,s~audda,achE,šyāta,,,,,,,,1143,,,,,,,,"glücklich, froh",,,,,TB,,,OP,,,,adjective,šá-da,šyāta,,,,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font></qt>"
še-be-ma-ya,s~ebemaya,mE,,,,,,,,šebe,1146,,,,,-ma;postp.loc,-ya;adj,,kugelförmig,"0,5",,,,TB,,,,,,,adjective,še-be,,,,,,,"<qt><font color=""#690000"">še</font>-<font color=""#de0000"">be</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ya</font></qt>"
še-be-ya,s~ebeya,mE,,,,,,,,šebe,1147,,,,,-ya;adj,,,"kugelförmig, rund","0,5",,,,TB,,,,,,,adjective,še-be-ma-ya,,,,,,,"<qt><font color=""#690000"">še</font>-<font color=""#de0000"">be</font>-<font color=""#9b0000"">ya</font></qt>"
še?-sa?-ya,s~esaya,achE,,,,,,,,,1153,,,,,-ya;adj,,,fleißig,,,,,TB,,,OP,,,,adjective,,,,,,,,"<qt><font color=""#690000"">še</font>-<font color=""#690000"">sa</font>-<font color=""#9b0000"">ya</font></qt>"
ši-il-ha-ak,s~iilhaak,oE,strong-PASS.PTCP,,,,-k,,,šilha-k,1157,,,,,-k-;ii,,,"gestärkt, stark",1,strong,1,,TB,,,,,,,adjective,v.si-im-ti.ši-il-ha-ak,,,,,,,"<qt><font color=""#c30000"">ši</font>-<font color=""#690000"">il</font>-<font color=""#690000"">ha</font>-<font color=""#690000"">ak</font></qt>"
ši-in-nu,s~iinnu,achE,come,,,,,,,šinnu,1157,,,,,,,,kommend,,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#c30000"">ši</font>-in-nu</qt>"
ši-iš-ni,s~iis~ni,achE,beautiful,,,,,,,šišni,1160,,,,,,,,"schön, gut, trefflich",,,,,TB,,,,,,,adjective,ši-iš-na,,,,,,,"<qt><font color=""#c30000"">ši</font>-iš-<font color=""#c30000"">ni</font></qt>"
ši-iš-na,s~iis~na,achE,beautiful,,,,,,,šišni,1160,,,,,,,,"schön, gut, trefflich",,,,,TB,,,,,,,adjective,"ši-iš-ni-ir, f.am-ma.ši-iš-na",,,,,,,"<qt><font color=""#c30000"">ši</font>-iš-na</qt>"
